ProjectName :CCSES-CT-Universe,,,
,,,
FileType,Total Files Count,Total Lines Count,
512,I88876.icd,123,CCSES-CT-Universe
513,I88877.icd,85,CCSES-CT-Universe
514,I88878.icd,85,CCSES-CT-Universe
515,I88879.icd,122,CCSES-CT-Universe
516,I88880.icd,123,CCSES-CT-Universe
517,I88881.icd,123,CCSES-CT-Universe
518,I88882.icd,123,CCSES-CT-Universe
519,I88883.icd,123,CCSES-CT-Universe
520,I88884.icd,85,CCSES-CT-Universe
521,I88885.icd,85,CCSES-CT-Universe
522,I88886.icd,85,CCSES-CT-Universe
523,I88887.icd,123,CCSES-CT-Universe
524,I88888.icd,123,CCSES-CT-Universe
525,I88889.icd,122,CCSES-CT-Universe
526,I88890.icd,123,CCSES-CT-Universe
527,I88891.icd,85,CCSES-CT-Universe
528,I88892.icd,79,CCSES-CT-Universe
529,I88893.icd,79,CCSES-CT-Universe
530,I88894.icd,79,CCSES-CT-Universe
531,I88895.icd,79,CCSES-CT-Universe
532,I88896.icd,85,CCSES-CT-Universe
533,I88897.icd,79,CCSES-CT-Universe
534,I88898.icd,85,CCSES-CT-Universe
535,I88899.icd,85,CCSES-CT-Universe
536,I88900.icd,79,CCSES-CT-Universe
537,I88901.icd,47,CCSES-CT-Universe
538,I88902.icd,95,CCSES-CT-Universe
539,I88903.icd,80,CCSES-CT-Universe
540,I88904.icd,85,CCSES-CT-Universe
541,I88905.icd,85,CCSES-CT-Universe
542,I88906.icd,80,CCSES-CT-Universe
543,I88907.icd,85,CCSES-CT-Universe
544,I88908.icd,123,CCSES-CT-Universe
545,I88909.icd,122,CCSES-CT-Universe
546,I88910.icd,85,CCSES-CT-Universe
547,I88911.icd,85,CCSES-CT-Universe
548,I88912.icd,85,CCSES-CT-Universe
549,I88913.icd,85,CCSES-CT-Universe
550,I88914.icd,80,CCSES-CT-Universe
551,I88915.icd,123,CCSES-CT-Universe
552,I88916.icd,85,CCSES-CT-Universe
553,I88917.icd,85,CCSES-CT-Universe
554,I88918.icd,85,CCSES-CT-Universe
555,I88919.icd,85,CCSES-CT-Universe
556,I88920.icd,85,CCSES-CT-Universe
557,I88922.icd,85,CCSES-CT-Universe
558,I88923.icd,85,CCSES-CT-Universe
559,I88924.icd,85,CCSES-CT-Universe
560,I88925.icd,85,CCSES-CT-Universe
561,I88926.icd,85,CCSES-CT-Universe
562,I88927.icd,123,CCSES-CT-Universe
563,I88928.icd,85,CCSES-CT-Universe
564,I88929.icd,123,CCSES-CT-Universe
565,I88930.icd,123,CCSES-CT-Universe
566,I88931.icd,85,CCSES-CT-Universe
567,I88932.icd,126,CCSES-CT-Universe
568,I88933.icd,79,CCSES-CT-Universe
569,I88934.icd,85,CCSES-CT-Universe
570,I88935.icd,84,CCSES-CT-Universe
571,I88936.icd,79,CCSES-CT-Universe
572,I88937.icd,85,CCSES-CT-Universe
573,I88938.icd,85,CCSES-CT-Universe
574,I88939.icd,85,CCSES-CT-Universe
575,I88940.icd,85,CCSES-CT-Universe
576,I88941.icd,85,CCSES-CT-Universe
577,I88942.icd,127,CCSES-CT-Universe
578,I88943.icd,86,CCSES-CT-Universe
579,I88944.icd,85,CCSES-CT-Universe
580,I88945.icd,85,CCSES-CT-Universe
581,I88946.icd,79,CCSES-CT-Universe
582,I88947.icd,85,CCSES-CT-Universe
583,I88948.icd,85,CCSES-CT-Universe
584,I88949.icd,123,CCSES-CT-Universe
585,I88950.icd,80,CCSES-CT-Universe
586,I88951.icd,79,CCSES-CT-Universe
587,I88952.icd,85,CCSES-CT-Universe
588,I88953.icd,85,CCSES-CT-Universe
589,I88954.icd,90,CCSES-CT-Universe
590,I88955.icd,90,CCSES-CT-Universe
591,I88956.icd,85,CCSES-CT-Universe
592,I88957.icd,87,CCSES-CT-Universe
593,I88958.icd,85,CCSES-CT-Universe
594,I88959.icd,85,CCSES-CT-Universe
595,I88960.icd,85,CCSES-CT-Universe
596,I88961.icd,79,CCSES-CT-Universe
597,I88962.icd,86,CCSES-CT-Universe
598,I88963.icd,86,CCSES-CT-Universe
599,I88964.icd,86,CCSES-CT-Universe
600,I88965.icd,85,CCSES-CT-Universe
601,I88966.icd,85,CCSES-CT-Universe
602,I88968.icd,85,CCSES-CT-Universe
603,I88969.icd,85,CCSES-CT-Universe
604,I88970.icd,123,CCSES-CT-Universe
605,I88971.icd,85,CCSES-CT-Universe
606,I88972.icd,81,CCSES-CT-Universe
607,I88973.icd,85,CCSES-CT-Universe
608,I88974.icd,85,CCSES-CT-Universe
609,I88975.icd,85,CCSES-CT-Universe
610,I88976.icd,85,CCSES-CT-Universe
611,I88977.icd,85,CCSES-CT-Universe
612,I88978.icd,85,CCSES-CT-Universe
613,I88979.icd,85,CCSES-CT-Universe
614,I88980.icd,45,CCSES-CT-Universe
615,I88981.icd,45,CCSES-CT-Universe
616,I88982.icd,85,CCSES-CT-Universe
617,I88983.icd,80,CCSES-CT-Universe
618,I88984.icd,76,CCSES-CT-Universe
619,I88985.icd,76,CCSES-CT-Universe
620,I88986.icd,85,CCSES-CT-Universe
621,I88987.icd,86,CCSES-CT-Universe
622,I88988.icd,80,CCSES-CT-Universe
623,I88989.icd,79,CCSES-CT-Universe
624,I88990.icd,86,CCSES-CT-Universe
625,I88991.icd,80,CCSES-CT-Universe
626,I88992.icd,80,CCSES-CT-Universe
627,I88993.icd,41,CCSES-CT-Universe
628,I88994.icd,80,CCSES-CT-Universe
629,I88995.icd,85,CCSES-CT-Universe
630,I88996.icd,85,CCSES-CT-Universe
631,I88997.icd,85,CCSES-CT-Universe
632,I88998.icd,81,CCSES-CT-Universe
633,I88999.icd,31,CCSES-CT-Universe
634,I89001.icd,77,CCSES-CT-Universe
635,I89002.icd,126,CCSES-CT-Universe
636,I89003.icd,123,CCSES-CT-Universe
637,I89004.icd,123,CCSES-CT-Universe
638,I89005.icd,85,CCSES-CT-Universe
639,I89006.icd,76,CCSES-CT-Universe
640,I89007.icd,79,CCSES-CT-Universe
641,I89008.icd,79,CCSES-CT-Universe
642,I89009.icd,80,CCSES-CT-Universe
643,I89010.icd,79,CCSES-CT-Universe
644,I89011.icd,85,CCSES-CT-Universe
645,I89012.icd,123,CCSES-CT-Universe
646,I89013.icd,126,CCSES-CT-Universe
647,I89014.icd,126,CCSES-CT-Universe
648,I89015.icd,123,CCSES-CT-Universe
649,I89016.icd,83,CCSES-CT-Universe
650,I89017.icd,79,CCSES-CT-Universe
651,I89018.icd,85,CCSES-CT-Universe
652,I89019.icd,122,CCSES-CT-Universe
653,I89020.icd,122,CCSES-CT-Universe
654,I89021.icd,122,CCSES-CT-Universe
655,I89022.icd,126,CCSES-CT-Universe
656,I89023.icd,126,CCSES-CT-Universe
657,I89024.icd,85,CCSES-CT-Universe
658,I89025.icd,85,CCSES-CT-Universe
659,I89026.icd,85,CCSES-CT-Universe
660,I89027.icd,122,CCSES-CT-Universe
661,I89028.icd,123,CCSES-CT-Universe
662,I89030.icd,126,CCSES-CT-Universe
663,I89031.icd,89,CCSES-CT-Universe
664,I89032.icd,83,CCSES-CT-Universe
665,I89033.icd,81,CCSES-CT-Universe
666,I89034.icd,158,CCSES-CT-Universe
667,I89035.icd,84,CCSES-CT-Universe
668,I89036.icd,123,CCSES-CT-Universe
669,I89037.icd,128,CCSES-CT-Universe
670,I89038.icd,128,CCSES-CT-Universe
671,I89039.icd,88,CCSES-CT-Universe
672,I89040.icd,85,CCSES-CT-Universe
673,I89041.icd,123,CCSES-CT-Universe
674,I89042.icd,85,CCSES-CT-Universe
675,I89043.icd,85,CCSES-CT-Universe
676,I89044.icd,47,CCSES-CT-Universe
677,I89045.icd,80,CCSES-CT-Universe
678,I89046.icd,123,CCSES-CT-Universe
679,I89047.icd,123,CCSES-CT-Universe
680,I89048.icd,85,CCSES-CT-Universe
681,I89049.icd,85,CCSES-CT-Universe
682,I89050.icd,127,CCSES-CT-Universe
683,I89051.icd,126,CCSES-CT-Universe
684,I89052.icd,126,CCSES-CT-Universe
685,I89053.icd,126,CCSES-CT-Universe
686,I89054.icd,80,CCSES-CT-Universe
687,I89055.icd,130,CCSES-CT-Universe
688,I89056.icd,123,CCSES-CT-Universe
689,I89057.icd,85,CCSES-CT-Universe
690,I89058.icd,85,CCSES-CT-Universe
691,I89059.icd,134,CCSES-CT-Universe
692,I89060.icd,86,CCSES-CT-Universe
693,I89061.icd,89,CCSES-CT-Universe
694,I89062.icd,89,CCSES-CT-Universe
695,I89063.icd,87,CCSES-CT-Universe
696,I90075.icd,645,CCSES-CT-Universe
697,I95000.icd,182,CCSES-CT-Universe
698,I99001.icd,11,CCSES-CT-Universe
699,I990011.icd,2,CCSES-CT-Universe
700,I99002.icd,28,CCSES-CT-Universe
701,I99003.icd,29,CCSES-CT-Universe
702,I99004.icd,33,CCSES-CT-Universe
703,I99005.icd,1301,CCSES-CT-Universe
704,I99006.icd,549,CCSES-CT-Universe
705,I99007.icd,34,CCSES-CT-Universe
706,I99008.icd,1251,CCSES-CT-Universe
707,I99009.icd,314,CCSES-CT-Universe
708,I99010.icd,13,CCSES-CT-Universe
709,I99011.icd,200,CCSES-CT-Universe
710,I99012.icd,281,CCSES-CT-Universe
711,I99015.icd,213,CCSES-CT-Universe
712,I99020.icd,366,CCSES-CT-Universe
713,I99025.icd,100,CCSES-CT-Universe
714,I99030.icd,17,CCSES-CT-Universe
715,I99040.icd,9,CCSES-CT-Universe
716,I99050.icd,365,CCSES-CT-Universe
717,I99060.icd,105,CCSES-CT-Universe
718,I99063.icd,52,CCSES-CT-Universe
719,I99070.icd,20,CCSES-CT-Universe
720,I99080.icd,27,CCSES-CT-Universe
721,I99081.icd,519,CCSES-CT-Universe
722,I99085.icd,112,CCSES-CT-Universe
723,I99086.icd,26,CCSES-CT-Universe
724,I99090.icd,38,CCSES-CT-Universe
725,I99091.icd,1493,CCSES-CT-Universe
726,I99092.icd,46,CCSES-CT-Universe
727,I99093.icd,526,CCSES-CT-Universe
728,I99094.icd,157,CCSES-CT-Universe
729,I99100.icd,198,CCSES-CT-Universe
730,I99110.icd,55,CCSES-CT-Universe
731,I99111.icd,41,CCSES-CT-Universe
732,I99130.icd,95,CCSES-CT-Universe
733,I99153.icd,375,CCSES-CT-Universe
734,I99181.icd,476,CCSES-CT-Universe
735,I99200.icd,91,CCSES-CT-Universe
736,I99201.icd,15,CCSES-CT-Universe
737,I99202.icd,16,CCSES-CT-Universe
738,I99203.icd,16,CCSES-CT-Universe
739,I99204.icd,15,CCSES-CT-Universe
740,I99205.icd,15,CCSES-CT-Universe
741,I99206.icd,16,CCSES-CT-Universe
742,I99207.icd,15,CCSES-CT-Universe
743,I99208.icd,15,CCSES-CT-Universe
744,I99209.icd,15,CCSES-CT-Universe
745,I99210.icd,15,CCSES-CT-Universe
746,I99211.icd,15,CCSES-CT-Universe
747,I99212.icd,15,CCSES-CT-Universe
748,I99213.icd,16,CCSES-CT-Universe
749,I99214.icd,15,CCSES-CT-Universe
750,I99215.icd,15,CCSES-CT-Universe
751,I99216.icd,15,CCSES-CT-Universe
752,I99217.icd,15,CCSES-CT-Universe
753,I99218.icd,15,CCSES-CT-Universe
754,I99219.icd,15,CCSES-CT-Universe
755,I99220.icd,15,CCSES-CT-Universe
756,I99221.icd,15,CCSES-CT-Universe
757,I99222.icd,15,CCSES-CT-Universe
758,I99223.icd,15,CCSES-CT-Universe
759,I99224.icd,15,CCSES-CT-Universe
760,I99225.icd,15,CCSES-CT-Universe
761,I99226.icd,15,CCSES-CT-Universe
762,I99227.icd,15,CCSES-CT-Universe
763,I99228.icd,15,CCSES-CT-Universe
764,I99230.icd,15,CCSES-CT-Universe
765,I99231.icd,19,CCSES-CT-Universe
766,I99232.icd,15,CCSES-CT-Universe
767,I99233.icd,15,CCSES-CT-Universe
768,I99235.icd,15,CCSES-CT-Universe
769,I99236.icd,16,CCSES-CT-Universe
770,I99237.icd,16,CCSES-CT-Universe
771,I99238.icd,15,CCSES-CT-Universe
772,I99239.icd,15,CCSES-CT-Universe
773,I99240.icd,15,CCSES-CT-Universe
774,I99241.icd,15,CCSES-CT-Universe
775,I99243.icd,16,CCSES-CT-Universe
776,I99244.icd,15,CCSES-CT-Universe
777,I99245.icd,16,CCSES-CT-Universe
778,I99246.icd,16,CCSES-CT-Universe
779,I99247.icd,16,CCSES-CT-Universe
780,I99255.icd,15,CCSES-CT-Universe
781,I99256.icd,15,CCSES-CT-Universe
782,I99257.icd,15,CCSES-CT-Universe
783,I99258.icd,15,CCSES-CT-Universe
784,I99259.icd,22,CCSES-CT-Universe
785,I99260.icd,15,CCSES-CT-Universe
786,I99261.icd,15,CCSES-CT-Universe
787,I99262.icd,16,CCSES-CT-Universe
788,I99263.icd,15,CCSES-CT-Universe
789,I99264.icd,16,CCSES-CT-Universe
790,I99270.icd,16,CCSES-CT-Universe
791,I99271.icd,16,CCSES-CT-Universe
792,I99273.icd,15,CCSES-CT-Universe
793,I99274.icd,15,CCSES-CT-Universe
794,I99276.icd,15,CCSES-CT-Universe
795,I99277.icd,15,CCSES-CT-Universe
796,I99278.icd,16,CCSES-CT-Universe
797,I99279.icd,16,CCSES-CT-Universe
798,I99282.icd,16,CCSES-CT-Universe
799,I99283.icd,16,CCSES-CT-Universe
800,I99285.icd,15,CCSES-CT-Universe
801,I99286.icd,16,CCSES-CT-Universe
802,I99289.icd,16,CCSES-CT-Universe
803,I99291.icd,16,CCSES-CT-Universe
804,I99292.icd,16,CCSES-CT-Universe
805,I99295.icd,15,CCSES-CT-Universe
806,I99301.icd,656,CCSES-CT-Universe
807,I99302.icd,269,CCSES-CT-Universe
808,I99303.icd,308,CCSES-CT-Universe
809,I99304.icd,25,CCSES-CT-Universe
810,I99306.icd,36,CCSES-CT-Universe
811,I99312.icd,19,CCSES-CT-Universe
812,I99313.icd,19,CCSES-CT-Universe
813,I99314.icd,15,CCSES-CT-Universe
814,I99315.icd,15,CCSES-CT-Universe
815,I99316.icd,15,CCSES-CT-Universe
816,I99317.icd,14,CCSES-CT-Universe
817,I99318.icd,15,CCSES-CT-Universe
818,I99319.icd,15,CCSES-CT-Universe
819,I99320.icd,15,CCSES-CT-Universe
820,I99321.icd,16,CCSES-CT-Universe
821,I99322.icd,16,CCSES-CT-Universe
822,I99323.icd,16,CCSES-CT-Universe
823,I99324.icd,16,CCSES-CT-Universe
824,I99325.icd,16,CCSES-CT-Universe
825,I99326.icd,16,CCSES-CT-Universe
826,I99327.icd,16,CCSES-CT-Universe
827,I99337.icd,15,CCSES-CT-Universe
828,I99339.icd,15,CCSES-CT-Universe
829,I99340.icd,16,CCSES-CT-Universe
830,I99345.icd,16,CCSES-CT-Universe
831,I99400.icd,266,CCSES-CT-Universe
832,I99401.icd,103,CCSES-CT-Universe
833,I99402.icd,113,CCSES-CT-Universe
834,I99412.icd,90,CCSES-CT-Universe
835,I99501.icd,42,CCSES-CT-Universe
836,I99502.icd,33,CCSES-CT-Universe
837,I99503.icd,72,CCSES-CT-Universe
838,I99504.icd,58,CCSES-CT-Universe
839,I99505.icd,15,CCSES-CT-Universe
840,I99506.icd,154,CCSES-CT-Universe
841,I99550.icd,83,CCSES-CT-Universe
842,I99551.icd,96,CCSES-CT-Universe
843,I99552.icd,193,CCSES-CT-Universe
844,I99601.icd,32,CCSES-CT-Universe
845,I99602.icd,34,CCSES-CT-Universe
846,I99603.icd,51,CCSES-CT-Universe
847,I99604.icd,17,CCSES-CT-Universe
848,I99605.icd,58,CCSES-CT-Universe
849,I99606.icd,50,CCSES-CT-Universe
850,I99700.icd,36,CCSES-CT-Universe
851,I99701.icd,74,CCSES-CT-Universe
852,I99702.icd,24,CCSES-CT-Universe
853,I99703.icd,65,CCSES-CT-Universe
854,I99705.icd,31,CCSES-CT-Universe
855,I99708.icd,76,CCSES-CT-Universe
856,I99709.icd,57,CCSES-CT-Universe
857,I99710.icd,81,CCSES-CT-Universe
858,I99711.icd,21,CCSES-CT-Universe
859,I99940.icd,364,CCSES-CT-Universe
860,I99941.icd,172,CCSES-CT-Universe
861,I99942.icd,150,CCSES-CT-Universe
862,I99951.icd,712,CCSES-CT-Universe
863,I99952.icd,53,CCSES-CT-Universe
864,I99953.icd,56,CCSES-CT-Universe
865,I99954.icd,50,CCSES-CT-Universe
866,I99955.icd,104,CCSES-CT-Universe
867,I99956.icd,164,CCSES-CT-Universe
868,I99960.icd,222,CCSES-CT-Universe
869,I99961.icd,68,CCSES-CT-Universe
870,I99962.icd,330,CCSES-CT-Universe
871,I99963.icd,39,CCSES-CT-Universe
872,I99964.icd,160,CCSES-CT-Universe
873,I99965.icd,43,CCSES-CT-Universe
874,I99970.icd,33,CCSES-CT-Universe
875,I99980.icd,27,CCSES-CT-Universe
876,I99998.icd,58,CCSES-CT-Universe
877,I99999.icd,481,CCSES-CT-Universe
878,I_CODE.TABLES.icd,238,CCSES-CT-Universe
879,I_COMMON.OTHER.icd,189,CCSES-CT-Universe
880,I_COMMON.SET.UP.icd,1391,CCSES-CT-Universe
881,I_FG0000.icd,597,CCSES-CT-Universe
882,I_FILE.TABLE.icd,333,CCSES-CT-Universe
883,I_IRS.COMMON.icd,115,CCSES-CT-Universe
884,I_SCREEN.STAMP.icd,120,CCSES-CT-Universe
885,I_SECURE.icd,32,CCSES-CT-Universe
886,I_START.PROCESSOR.icd,773,CCSES-CT-Universe
887,I_SUBROUTINE.NAMES.icd,197,CCSES-CT-Universe
888,BP1400.jcl,8,CCSES-CT-Universe
889,BP2010.jcl,7,CCSES-CT-Universe
890,BP2100.jcl,7,CCSES-CT-Universe
891,BP2205.jcl,7,CCSES-CT-Universe
892,BP2400.jcl,7,CCSES-CT-Universe
893,BP2600.jcl,7,CCSES-CT-Universe
894,BP2700.jcl,7,CCSES-CT-Universe
895,BP3000.jcl,7,CCSES-CT-Universe
896,BP3001.jcl,7,CCSES-CT-Universe
897,BP3050.jcl,11,CCSES-CT-Universe
898,BP4010.jcl,8,CCSES-CT-Universe
899,BP5000.jcl,11,CCSES-CT-Universe
900,BP5030.jcl,8,CCSES-CT-Universe
901,BP6000.jcl,8,CCSES-CT-Universe
902,BP6100.jcl,7,CCSES-CT-Universe
903,BP6500.jcl,7,CCSES-CT-Universe
904,BP6600.jcl,7,CCSES-CT-Universe
905,CB0300.jcl,7,CCSES-CT-Universe
906,CB0400.jcl,7,CCSES-CT-Universe
907,CB2000.jcl,13,CCSES-CT-Universe
908,CB3000.jcl,6,CCSES-CT-Universe
909,CB9010.jcl,10,CCSES-CT-Universe
910,CB9011.jcl,10,CCSES-CT-Universe
911,CB9100.jcl,10,CCSES-CT-Universe
912,CB9200.jcl,10,CCSES-CT-Universe
913,CHECK.RC.KEYS.jcl,7,CCSES-CT-Universe
914,CHK125.jcl,7,CCSES-CT-Universe
915,CHK210.jcl,10,CCSES-CT-Universe
916,CHK220.jcl,10,CCSES-CT-Universe
917,CHK240.jcl,63,CCSES-CT-Universe
918,CHK250.jcl,8,CCSES-CT-Universe
919,CHK300.jcl,7,CCSES-CT-Universe
920,CHK301.jcl,20,CCSES-CT-Universe
921,CHK310.jcl,10,CCSES-CT-Universe
922,CHK330.jcl,12,CCSES-CT-Universe
923,CHK500.jcl,39,CCSES-CT-Universe
924,CHK590.jcl,8,CCSES-CT-Universe
925,CHK594.jcl,7,CCSES-CT-Universe
926,CHK595.jcl,8,CCSES-CT-Universe
927,CHK596.jcl,7,CCSES-CT-Universe
928,CHK910.jcl,8,CCSES-CT-Universe
929,CHK990.jcl,9,CCSES-CT-Universe
930,CHK995.jcl,9,CCSES-CT-Universe
931,CHK998.jcl,9,CCSES-CT-Universe
932,CHK999.jcl,11,CCSES-CT-Universe
933,CK2000.jcl,7,CCSES-CT-Universe
934,CK6000.jcl,15,CCSES-CT-Universe
935,CK6001.jcl,7,CCSES-CT-Universe
936,CK6002.jcl,8,CCSES-CT-Universe
937,CK6003.jcl,7,CCSES-CT-Universe
938,CK6004.jcl,7,CCSES-CT-Universe
939,CK6100.jcl,15,CCSES-CT-Universe
940,CK6120.jcl,7,CCSES-CT-Universe
941,CK6130.jcl,7,CCSES-CT-Universe
942,CLEAR.CRITICAL.MSGS.jcl,11,CCSES-CT-Universe
943,DS0100.ARCHIVE.jcl,5,CCSES-CT-Universe
944,DS0200.jcl,7,CCSES-CT-Universe
945,DS2501.jcl,7,CCSES-CT-Universe
946,DSB011.jcl,29,CCSES-CT-Universe
947,DSB020.jcl,7,CCSES-CT-Universe
948,DSB030.jcl,7,CCSES-CT-Universe
949,DSB040.jcl,8,CCSES-CT-Universe
950,DSB200.jcl,17,CCSES-CT-Universe
951,DSB210.jcl,38,CCSES-CT-Universe
952,DSB215.jcl,14,CCSES-CT-Universe
953,DSB220.jcl,10,CCSES-CT-Universe
954,DSB225.jcl,10,CCSES-CT-Universe
955,DSB230.jcl,10,CCSES-CT-Universe
956,DSB250.jcl,11,CCSES-CT-Universe
957,DSB260.jcl,10,CCSES-CT-Universe
958,DSB270.jcl,10,CCSES-CT-Universe
959,DSB280.jcl,10,CCSES-CT-Universe
960,DSB285.jcl,10,CCSES-CT-Universe
961,DSB290.jcl,10,CCSES-CT-Universe
962,EMC.NIGHTLY.COPY.jcl,14,CCSES-CT-Universe
963,EN0080.jcl,14,CCSES-CT-Universe
964,FCR.BASELINE.001.jcl,23,CCSES-CT-Universe
965,FCR.BASELINE.002.jcl,21,CCSES-CT-Universe
966,FCR.BASELINE.003.jcl,17,CCSES-CT-Universe
967,FCR.BASELINE.004.jcl,20,CCSES-CT-Universe
968,FCR.BASELINE.005.jcl,22,CCSES-CT-Universe
969,FCR.BASELINE.006.jcl,28,CCSES-CT-Universe
970,FCR.BASELINE.007.jcl,23,CCSES-CT-Universe
971,FCR.BASELINE.008.jcl,23,CCSES-CT-Universe
972,FD1020.jcl,36,CCSES-CT-Universe
973,FD2000.jcl,8,CCSES-CT-Universe
974,FD2010.jcl,7,CCSES-CT-Universe
975,FG0050.jcl,9,CCSES-CT-Universe
976,FG0055.jcl,12,CCSES-CT-Universe
977,FG1000.jcl,7,CCSES-CT-Universe
978,IF2010.jcl,8,CCSES-CT-Universe
979,IF2020.jcl,7,CCSES-CT-Universe
980,IF2100.jcl,7,CCSES-CT-Universe
981,IF2400.jcl,21,CCSES-CT-Universe
982,IF2500.jcl,8,CCSES-CT-Universe
983,IF2510.jcl,7,CCSES-CT-Universe
984,IF2515.jcl,7,CCSES-CT-Universe
985,IF2650.jcl,12,CCSES-CT-Universe
986,IF2675.jcl,7,CCSES-CT-Universe
987,IF2700.jcl,7,CCSES-CT-Universe
988,IF2710.jcl,7,CCSES-CT-Universe
989,IF2800.jcl,11,CCSES-CT-Universe
990,IF2900.jcl,8,CCSES-CT-Universe
991,IF3010.jcl,7,CCSES-CT-Universe
992,IF3100.jcl,7,CCSES-CT-Universe
993,IF3115.jcl,7,CCSES-CT-Universe
994,IF3160.jcl,7,CCSES-CT-Universe
995,IF3172.jcl,7,CCSES-CT-Universe
996,IF3212.jcl,8,CCSES-CT-Universe
997,IF3300.jcl,8,CCSES-CT-Universe
998,IF3400.jcl,7,CCSES-CT-Universe
999,IF3575.jcl,6,CCSES-CT-Universe
1000,IF3600.jcl,7,CCSES-CT-Universe
1001,IF3650.jcl,8,CCSES-CT-Universe
1002,IF3800.jcl,7,CCSES-CT-Universe
1003,IF3802.jcl,7,CCSES-CT-Universe
1004,IF3804.jcl,7,CCSES-CT-Universe
1005,IF3850.jcl,7,CCSES-CT-Universe
1006,IF3851.jcl,14,CCSES-CT-Universe
1007,IF3852.jcl,14,CCSES-CT-Universe
1008,IF3853.jcl,14,CCSES-CT-Universe
1009,IF3854.jcl,14,CCSES-CT-Universe
1010,IF3900.jcl,7,CCSES-CT-Universe
1011,IF3910.jcl,7,CCSES-CT-Universe
1012,IF3920.jcl,7,CCSES-CT-Universe
1013,IF3940.jcl,7,CCSES-CT-Universe
1014,IF3950.jcl,7,CCSES-CT-Universe
1015,IF3955.jcl,7,CCSES-CT-Universe
1016,IF3960.jcl,7,CCSES-CT-Universe
1017,IF3970.jcl,7,CCSES-CT-Universe
1018,IF4000.jcl,8,CCSES-CT-Universe
1019,IF4001.jcl,7,CCSES-CT-Universe
1020,IF4003.jcl,7,CCSES-CT-Universe
1021,IF4100.jcl,7,CCSES-CT-Universe
1022,IF5210.jcl,11,CCSES-CT-Universe
1023,IF5212.jcl,7,CCSES-CT-Universe
1024,IF9000.jcl,7,CCSES-CT-Universe
1025,IF9001.jcl,7,CCSES-CT-Universe
1026,IF9002.jcl,7,CCSES-CT-Universe
1027,IF9010.jcl,9,CCSES-CT-Universe
1028,IF9011.jcl,9,CCSES-CT-Universe
1029,IF9042.jcl,7,CCSES-CT-Universe
1030,IF9050.jcl,7,CCSES-CT-Universe
1031,IF9100.jcl,68,CCSES-CT-Universe
1032,IF9150.jcl,9,CCSES-CT-Universe
1033,IF9170.jcl,14,CCSES-CT-Universe
1034,IF9171.jcl,14,CCSES-CT-Universe
1035,IF9175.jcl,15,CCSES-CT-Universe
1036,IF9176.jcl,16,CCSES-CT-Universe
1037,IF9200.jcl,8,CCSES-CT-Universe
1038,IF9210.jcl,8,CCSES-CT-Universe
1039,IF9300.jcl,7,CCSES-CT-Universe
1040,IF9500.jcl,8,CCSES-CT-Universe
1041,IF9600.jcl,7,CCSES-CT-Universe
1042,IF9850.jcl,7,CCSES-CT-Universe
1043,IR1021.jcl,9,CCSES-CT-Universe
1044,IR1022.jcl,9,CCSES-CT-Universe
1045,IR1031.jcl,9,CCSES-CT-Universe
1046,IR1032.jcl,9,CCSES-CT-Universe
1047,IR3000.jcl,7,CCSES-CT-Universe
1048,IR3001.jcl,7,CCSES-CT-Universe
1049,IR3002.jcl,7,CCSES-CT-Universe
1050,IR3011.jcl,7,CCSES-CT-Universe
1051,IR3999.jcl,8,CCSES-CT-Universe
1052,IR5000.jcl,8,CCSES-CT-Universe
1053,IR6000.jcl,8,CCSES-CT-Universe
1054,IR9200.jcl,8,CCSES-CT-Universe
1055,IR9300.jcl,8,CCSES-CT-Universe
1056,IR9310.jcl,8,CCSES-CT-Universe
1057,IR9500.jcl,8,CCSES-CT-Universe
1058,IR9600.jcl,7,CCSES-CT-Universe
1059,IR9999.jcl,10,CCSES-CT-Universe
1060,LGR020.jcl,8,CCSES-CT-Universe
1061,LGR200.jcl,10,CCSES-CT-Universe
1062,LGR210.jcl,10,CCSES-CT-Universe
1063,LGR220.jcl,10,CCSES-CT-Universe
1064,LGR230.jcl,10,CCSES-CT-Universe
1065,LGR240.jcl,9,CCSES-CT-Universe
1066,LGR250.jcl,9,CCSES-CT-Universe
1067,LIST.NP.MSGS.jcl,11,CCSES-CT-Universe
1068,MS0060.jcl,7,CCSES-CT-Universe
1069,MS0070.jcl,9,CCSES-CT-Universe
1070,MS0095.jcl,6,CCSES-CT-Universe
1071,MS0122.jcl,9,CCSES-CT-Universe
1072,NP.ADM.COLLECTION.jcl,13,CCSES-CT-Universe
1073,NP.AUDIT1.jcl,12,CCSES-CT-Universe
1074,NP.AUDIT2.jcl,12,CCSES-CT-Universe
1075,NP.AUDIT3.jcl,12,CCSES-CT-Universe
1076,NP.AUDIT4.jcl,12,CCSES-CT-Universe
1077,NP.AUTO.MESSAGE.jcl,17,CCSES-CT-Universe
1078,NP.AUTO.START.jcl,19,CCSES-CT-Universe
1079,NP.BC.TO.RC.jcl,10,CCSES-CT-Universe
1080,NP.BCS.PROD.PROCESS.jcl,10,CCSES-CT-Universe
1081,NP.BCS.PROD.REPORTS.jcl,8,CCSES-CT-Universe
1082,NP.BP0127.SP.jcl,8,CCSES-CT-Universe
1083,NP.BP0127.W4.jcl,8,CCSES-CT-Universe
1084,NP.BP1400.ANNUAL.jcl,21,CCSES-CT-Universe
